MtrunA17_CPg0492191	Medtr4g006140
MtrunA17_Chr7g0266491	Medtr7g104890
MtrunA17_Chr7g0266501	Medtr7g104900
MtrunA17_Chr7g0266521	Medtr7g104905
MtrunA17_Chr7g0266531	Medtr7g104905
MtrunA17_Chr7R0300460	Medtr3g008120
MtrunA17_Chr7R0300460	Medtr7g104915
MtrunA17_Chr7g0266551	Medtr3g008120
MtrunA17_Chr7g0266551	Medtr7g104915
MtrunA17_Chr7g0266561	Medtr7g104930
MtrunA17_Chr7g0266571	Medtr7g104940
MtrunA17_Chr7g0266581	Medtr7g104950
MtrunA17_Chr7g0266611	Medtr7g104980
MtrunA17_Chr7g0266621	Medtr7g105000
MtrunA17_Chr7R0300640	Medtr7g105010
MtrunA17_Chr7g0266631	Medtr7g105030
MtrunA17_Chr7g0266641	Medtr7g105050
MtrunA17_Chr7g0266651	Medtr7g105070
MtrunA17_Chr7g0266661	Medtr7g105080
MtrunA17_Chr7g0266671	Medtr7g105100
MtrunA17_Chr7g0266691	Medtr7g105130
MtrunA17_Chr7g0266701	Medtr7g105170
MtrunA17_Chr7g0266711	Medtr7g105200
MtrunA17_Chr7g0266721	Medtr7g105220
MtrunA17_Chr7g0266731	Medtr7g105230
MtrunA17_Chr7g0266741	Medtr7g105250
MtrunA17_Chr7g0266751	Medtr7g105260
MtrunA17_Chr7g0266771	Medtr7g105320
MtrunA17_Chr7g0266791	Medtr7g105340
MtrunA17_Chr7g0266801	Medtr7g105350
MtrunA17_Chr7g0266821	Medtr7g105370
MtrunA17_Chr7g0266831	Medtr7g105390
MtrunA17_Chr7g0266851	Medtr7g105400
MtrunA17_Chr7R0301710	Medtr5g072040
MtrunA17_Chr7g0266861	Medtr7g105430
MtrunA17_Chr7g0266871	Medtr7g105440
MtrunA17_Chr7R0301780	Medtr7g105440
MtrunA17_Chr7g0266881	Medtr7g105450
MtrunA17_Chr7g0266891	Medtr7g105460
MtrunA17_Chr7g0266911	Medtr7g105490
MtrunA17_Chr7g0266931	Medtr7g105510
MtrunA17_Chr7R0302060	Medtr7g105510
MtrunA17_Chr7g0266941	Medtr7g105520
MtrunA17_Chr7R0302090	Medtr7g105540
MtrunA17_Chr7g0266951	Medtr7g105530
MtrunA17_Chr7g0266961	Medtr7g105540
MtrunA17_Chr7g0267001	Medtr7g105580
MtrunA17_Chr7g0267011	Medtr7g105590
MtrunA17_Chr7g0267021	Medtr7g105630
MtrunA17_Chr7g0267031	Medtr7g105640
MtrunA17_Chr7g0267041	Medtr7g105660
MtrunA17_Chr7g0267051	Medtr7g105670
MtrunA17_Chr7g0267061	Medtr7g105680
MtrunA17_Chr7g0267101	Medtr7g105780
MtrunA17_Chr7g0267111	Medtr7g105790
MtrunA17_Chr7g0267121	Medtr7g105800
MtrunA17_Chr7g0267131	Medtr7g105810
MtrunA17_Chr7g0267141	Medtr7g105820
MtrunA17_Chr7g0267151	Medtr7g105830
MtrunA17_Chr7g0267161	Medtr7g105840
MtrunA17_Chr7g0267171	Medtr7g105850
MtrunA17_Chr7g0267181	Medtr7g105870
MtrunA17_Chr7g0267191	Medtr7g105890
MtrunA17_Chr7g0267221	Medtr7g105920
MtrunA17_Chr7g0267231	Medtr7g105970
MtrunA17_Chr7g0267251	Medtr7g105980
MtrunA17_Chr7g0267281	Medtr7g106000
MtrunA17_Chr7g0267301	Medtr7g106030
MtrunA17_Chr7g0267311	Medtr7g106040
MtrunA17_Chr7R0304210	Medtr7g106080
MtrunA17_Chr7g0267341	Medtr7g106080
MtrunA17_Chr7g0267351	Medtr7g106090
MtrunA17_Chr7g0267361	Medtr7g106100
MtrunA17_Chr7g0267371	Medtr7g106120
MtrunA17_Chr7g0267381	Medtr7g106130
MtrunA17_Chr7g0267391	Medtr7g106140
MtrunA17_Chr7g0267411	Medtr7g106160
MtrunA17_Chr7g0267421	Medtr7g106190
MtrunA17_Chr7g0267431	Medtr7g106200
MtrunA17_Chr7g0267441	Medtr7g106210
MtrunA17_Chr7R0304800	Medtr7g106240
MtrunA17_Chr7g0267461	Medtr7g106250
MtrunA17_Chr7g0267471	Medtr7g106260
MtrunA17_Chr7R0305020	Medtr7g106310
MtrunA17_Chr7g0267481	Medtr7g106320
MtrunA17_Chr7g0267491	Medtr7g106330
MtrunA17_Chr7g0267501	Medtr7g106340
MtrunA17_Chr7g0267521	Medtr7g106380
MtrunA17_Chr7R0305490	Medtr4g088140
MtrunA17_Chr7g0267531	Medtr4g088135
MtrunA17_Chr7g0267541	Medtr4g088135
MtrunA17_Chr7g0267551	Medtr7g106420
MtrunA17_Chr7g0267561	Medtr7g106430
MtrunA17_Chr7g0267571	Medtr7g106440
MtrunA17_Chr7g0267581	Medtr7g106450
MtrunA17_Chr7g0267591	Medtr7g106500
MtrunA17_Chr7g0267601	Medtr7g106510
MtrunA17_Chr7g0267611	Medtr7g106530
MtrunA17_Chr7g0267631	Medtr7g106540
MtrunA17_Chr7g0267641	Medtr7g106570
MtrunA17_Chr7g0267651	Medtr7g106580
MtrunA17_Chr7g0267661	Medtr7g106590
MtrunA17_Chr7g0267691	Medtr7g106620
MtrunA17_Chr7g0267701	Medtr7g106640
MtrunA17_Chr7g0267711	Medtr7g106650
MtrunA17_Chr7g0267721	Medtr7g106660
MtrunA17_Chr7g0267731	Medtr7g106680
MtrunA17_Chr7g0267751	Medtr7g106710
MtrunA17_Chr7g0267771	Medtr7g106730
MtrunA17_Chr7g0267781	Medtr7g106740
MtrunA17_Chr7g0267791	Medtr7g106750
MtrunA17_Chr7g0267811	Medtr7g106760
MtrunA17_Chr7g0267851	Medtr7g106770
MtrunA17_Chr7g0267861	Medtr7g106780
MtrunA17_Chr7g0267881	Medtr7g106800
MtrunA17_Chr7g0267901	Medtr7g106820
MtrunA17_Chr7g0267911	Medtr7g106830
MtrunA17_Chr7g0267921	Medtr7g106840
MtrunA17_Chr7g0267951	Medtr7g106850
MtrunA17_Chr7g0267961	Medtr7g106870
MtrunA17_Chr7g0267971	Medtr7g106880
MtrunA17_Chr7g0267981	Medtr7g106900
MtrunA17_Chr7g0267991	Medtr7g106910
MtrunA17_Chr7g0268001	Medtr7g106930
MtrunA17_Chr7g0268011	Medtr7g106930
MtrunA17_Chr7g0268041	Medtr7g107000
MtrunA17_Chr7g0268051	Medtr0699s0020
MtrunA17_Chr7g0268071	Medtr0699s0020
MtrunA17_Chr7g0268091	Medtr7g107040
MtrunA17_Chr7g0268101	Medtr7g107050
MtrunA17_Chr7g0268111	Medtr7g107050
MtrunA17_Chr7g0268131	Medtr7g107060
MtrunA17_Chr7g0268141	Medtr7g107080
MtrunA17_Chr7g0268151	Medtr7g107090
MtrunA17_Chr7g0268161	Medtr7g107100
MtrunA17_Chr7g0268171	Medtr7g107110
MtrunA17_Chr7g0268191	Medtr7g107150
MtrunA17_Chr7g0268211	Medtr7g107160
MtrunA17_Chr7g0268221	Medtr7g107170
MtrunA17_Chr7g0268241	Medtr7g107180
MtrunA17_Chr7g0268251	Medtr7g107200
MtrunA17_Chr7g0268261	Medtr7g107210
MtrunA17_Chr7g0268281	Medtr7g107220
MtrunA17_Chr7g0268301	Medtr7g107230
MtrunA17_Chr7g0268311	Medtr7g107230
MtrunA17_Chr7g0268331	Medtr7g107240
MtrunA17_Chr7R0307620	Medtr7g107250
MtrunA17_Chr7g0268351	Medtr7g107270
MtrunA17_Chr7g0268361	Medtr7g107280
MtrunA17_Chr7g0268371	Medtr7g107300
MtrunA17_Chr7g0268381	Medtr7g107310
MtrunA17_Chr7g0268401	Medtr7g107330
MtrunA17_Chr7g0268421	Medtr7g107350
MtrunA17_Chr7g0268431	Medtr7g107380
MtrunA17_Chr7g0268441	Medtr7g107390
MtrunA17_Chr7g0268451	Medtr7g107400
MtrunA17_Chr7g0268461	Medtr7g107420
MtrunA17_Chr7g0268471	Medtr7g107440
MtrunA17_Chr7g0268481	Medtr7g107480
MtrunA17_Chr7g0268491	Medtr7g107500
MtrunA17_Chr7g0268501	Medtr7g107520
MtrunA17_Chr7g0268521	Medtr7g107520
MtrunA17_Chr7g0268531	Medtr7g107560
MtrunA17_Chr7g0268541	Medtr7g107570
MtrunA17_Chr7g0268551	Medtr7g107580
MtrunA17_Chr7g0268561	Medtr7g107640
MtrunA17_Chr7g0268571	Medtr7g107650
MtrunA17_Chr7g0268591	Medtr7g107670
MtrunA17_Chr7g0268601	Medtr7g107680
MtrunA17_Chr7g0268611	Medtr7g107690
MtrunA17_Chr7g0268621	Medtr7g107710
MtrunA17_Chr7g0269221	Medtr8g058553
MtrunA17_Chr7g0269231	Medtr8g058563
MtrunA17_Chr7g0269241	Medtr8g058420
MtrunA17_Chr7g0269241	Medtr8g058537
MtrunA17_Chr7g0269261	Medtr8g058590
MtrunA17_Chr7g0269261	Medtr8g058557
MtrunA17_Chr7g0269271	Medtr8g058597
MtrunA17_Chr7g0269281	Medtr8g058603
MtrunA17_Chr7g0269281	Medtr8g058625
MtrunA17_Chr7g0269301	Medtr8g058620
MtrunA17_Chr7g0269311	Medtr8g058520
MtrunA17_Chr7g0269331	Medtr8g058530
MtrunA17_Chr7g1033913	Medtr8g058580
MtrunA17_Chr7R0310070	Medtr8g058745
MtrunA17_Chr7R0310080	Medtr8g058745
MtrunA17_Chr7g0269631	Medtr7g109150
MtrunA17_Chr7g0269671	Medtr0296s0010
MtrunA17_Chr7g0269681	Medtr7g109130
MtrunA17_Chr7g0269691	Medtr7g109130
MtrunA17_Chr7g0269701	Medtr7g109135
MtrunA17_Chr7g0269711	Medtr7g109145
MtrunA17_Chr7g0269721	Medtr7g109145
MtrunA17_Chr7g0269731	Medtr7g109165
MtrunA17_Chr7g0269741	Medtr7g109200
MtrunA17_Chr7g0269751	Medtr7g109210
MtrunA17_Chr7g0269761	Medtr7g109220
MtrunA17_Chr7g0269771	Medtr7g109230
MtrunA17_Chr7g0269781	Medtr7g109250
MtrunA17_Chr7g0269791	Medtr7g109260
MtrunA17_Chr7g0269801	Medtr7g109280
MtrunA17_Chr7R0312280	Medtr7g109280
MtrunA17_Chr7g0269811	Medtr7g109290
MtrunA17_Chr7g0269821	Medtr7g109300
MtrunA17_Chr7g0269831	Medtr7g109320
MtrunA17_Chr7g0269841	Medtr7g109340
MtrunA17_Chr7g0269851	Medtr7g109350
MtrunA17_Chr7g0269861	Medtr7g109360
MtrunA17_Chr7g0269871	Medtr7g109390
MtrunA17_Chr7g0269881	Medtr7g109410
MtrunA17_Chr7g0269891	Medtr7g109420
MtrunA17_Chr7g0269901	Medtr7g109430
MtrunA17_Chr7g0269911	Medtr7g109440
MtrunA17_Chr7g0269921	Medtr7g109460
MtrunA17_Chr7g0269931	Medtr7g109470
MtrunA17_Chr7g0269941	Medtr7g109480
MtrunA17_Chr7g0269951	Medtr7g109510
MtrunA17_Chr7g0269961	Medtr7g109520
MtrunA17_Chr7g0269971	Medtr7g109530
MtrunA17_Chr7g0269981	Medtr7g109540
MtrunA17_Chr7g0269991	Medtr7g109550
MtrunA17_Chr7g0270001	Medtr7g109560
MtrunA17_Chr7g0270011	Medtr7g109560
MtrunA17_Chr7g0270031	Medtr7g109580
MtrunA17_Chr7g0270041	Medtr7g109590
MtrunA17_Chr7g0270051	Medtr7g109600
MtrunA17_Chr7g0270061	Medtr7g109610
MtrunA17_Chr7R0313100	Medtr7g109640
MtrunA17_Chr7g0270101	Medtr7g109640
MtrunA17_Chr7R0313120	Medtr7g109650
MtrunA17_Chr7R0313130	Medtr7g109670
MtrunA17_Chr7g0270121	Medtr7g109670
MtrunA17_Chr7g0270131	Medtr7g109720
MtrunA17_Chr7g0270141	Medtr7g109730
MtrunA17_Chr7R0313260	Medtr7g109740
MtrunA17_Chr7g0270171	Medtr7g109780
MtrunA17_Chr7g0270181	Medtr7g109790
MtrunA17_Chr7g0270191	Medtr7g109800
MtrunA17_Chr7g0270201	Medtr7g109810
MtrunA17_Chr7g0270221	Medtr7g109830
MtrunA17_Chr7g0270231	Medtr7g109850
MtrunA17_Chr7g0270241	Medtr7g109860
MtrunA17_Chr7g0270251	Medtr7g109870
MtrunA17_Chr7g0270261	Medtr7g109890
MtrunA17_Chr7g0270281	Medtr7g109920
MtrunA17_Chr7g0270301	Medtr7g109960
MtrunA17_Chr7g0270311	Medtr7g109970
MtrunA17_Chr7g0270321	Medtr7g109980
MtrunA17_Chr7g0270331	Medtr7g109985
MtrunA17_Chr7g0270341	Medtr7g110000
MtrunA17_Chr7g0270351	Medtr7g110030
MtrunA17_Chr7g0270361	Medtr7g110050
MtrunA17_Chr7g0270371	Medtr7g110060
MtrunA17_Chr7g0270401	Medtr7g110090
MtrunA17_Chr7g0270421	Medtr7g110110
MtrunA17_Chr7g0270441	Medtr7g110130
MtrunA17_Chr7g0270451	Medtr7g110140
MtrunA17_Chr7g0270461	Medtr7g110160
MtrunA17_Chr7R0314100	Medtr7g110160
MtrunA17_Chr7g0270471	Medtr7g110160
MtrunA17_Chr7g0270481	Medtr7g110170
MtrunA17_Chr7g0270491	Medtr7g110180
MtrunA17_Chr7g0270511	Medtr7g110260
MtrunA17_Chr7g0270531	Medtr7g110310
MtrunA17_Chr7g0270541	Medtr7g110320
MtrunA17_Chr7g0270571	Medtr7g110360
MtrunA17_Chr7g0270581	Medtr7g110370
MtrunA17_Chr7g0270591	Medtr7g110380
MtrunA17_Chr7g0270601	Medtr7g110390
MtrunA17_Chr7g0270621	Medtr7g110410
MtrunA17_Chr7g0270631	Medtr7g110420
MtrunA17_Chr7g0270631	Medtr7g110430
MtrunA17_Chr7g0270651	Medtr7g110440
MtrunA17_Chr7R0314820	Medtr7g110450
MtrunA17_Chr7R0314840	Medtr7g110460
MtrunA17_Chr7g0270661	Medtr7g110490
MtrunA17_Chr7g0270661	Medtr7g110510
MtrunA17_Chr7g0270671	Medtr7g110490
MtrunA17_Chr7g0270671	Medtr7g110510
MtrunA17_Chr7g0270691	Medtr7g110560
MtrunA17_Chr7g0270701	Medtr7g110570
MtrunA17_Chr7g0270741	Medtr7g110590
MtrunA17_Chr7g0270761	Medtr7g110600
MtrunA17_Chr7g0270771	Medtr7g110610
MtrunA17_Chr7g0270781	Medtr7g110620
MtrunA17_Chr7g0270791	Medtr7g110630
MtrunA17_Chr7g0270801	Medtr7g110640
MtrunA17_Chr7g0270811	Medtr7g110660
MtrunA17_Chr7g0270821	Medtr7g110710
MtrunA17_Chr7g0270831	Medtr7g110720
MtrunA17_Chr7g0270841	Medtr7g110780
MtrunA17_Chr7g0270851	Medtr7g110790
MtrunA17_Chr7g0270931	Medtr7g110900
MtrunA17_Chr7g0270951	Medtr7g110920
MtrunA17_Chr7g0270991	Medtr7g110980
MtrunA17_Chr7g0271011	Medtr7g111020
MtrunA17_Chr7g0271021	Medtr7g111030
MtrunA17_Chr7g0271031	Medtr7g111050
MtrunA17_Chr7g0271041	Medtr7g111060
MtrunA17_Chr7g0271091	Medtr7g111110
MtrunA17_Chr7R0316010	Medtr7g111110
MtrunA17_Chr7g0271111	Medtr7g111120
MtrunA17_Chr7g0271151	Medtr7g111160
MtrunA17_Chr7g0271161	Medtr7g111170
MtrunA17_Chr7g0271171	Medtr7g111180
MtrunA17_Chr7g0271181	Medtr7g111200
MtrunA17_Chr7g0271191	Medtr7g111210
MtrunA17_Chr7g0271201	Medtr7g111230
MtrunA17_Chr7g0271211	Medtr7g111240
MtrunA17_Chr7g0271221	Medtr7g111260
MtrunA17_Chr7R0316350	Medtr7g111270
MtrunA17_Chr7g0271231	Medtr7g111280
MtrunA17_Chr7g0271241	Medtr7g111290
MtrunA17_Chr7g0271251	Medtr7g111320
MtrunA17_Chr7g0271271	Medtr7g111380
MtrunA17_Chr7g0271291	Medtr7g111460
MtrunA17_Chr7g0271301	Medtr7g111460
MtrunA17_Chr7g0271321	Medtr7g111500
MtrunA17_Chr7g0271331	Medtr7g111520
MtrunA17_Chr7g0271341	Medtr7g111520
MtrunA17_Chr7g0271351	Medtr7g111530
MtrunA17_Chr7g0271361	Medtr7g111540
MtrunA17_Chr7g0271371	Medtr7g111550
MtrunA17_Chr7g0271381	Medtr7g111560
MtrunA17_Chr7g0271391	Medtr7g111570
MtrunA17_Chr7g0271401	Medtr7g111590
MtrunA17_Chr7g0271411	Medtr7g111600
MtrunA17_Chr7g0271421	Medtr7g111610
MtrunA17_Chr7g0271431	Medtr7g111640
MtrunA17_Chr7g0271441	Medtr7g111650
MtrunA17_Chr7g0271451	Medtr7g111690
MtrunA17_Chr7g0271461	Medtr7g111700
MtrunA17_Chr7g0271481	Medtr7g111710
MtrunA17_Chr7g0271511	Medtr7g111740
MtrunA17_Chr7g0271521	Medtr7g111750
MtrunA17_Chr7g0271531	Medtr7g111760
MtrunA17_Chr7g0271541	Medtr7g111770
MtrunA17_Chr7g0271551	Medtr7g111780
MtrunA17_Chr7R0317540	Medtr2g035340
MtrunA17_Chr7R0317550	Medtr7g111800
MtrunA17_Chr7g0271561	Medtr7g111830
MtrunA17_Chr7g0271581	Medtr7g111850
MtrunA17_Chr7g0271591	Medtr7g111860
MtrunA17_Chr7g0271601	Medtr7g111870
MtrunA17_Chr7g0271611	Medtr7g111880
MtrunA17_Chr7g0271621	Medtr7g111890
MtrunA17_Chr7g0271631	Medtr7g111900
MtrunA17_Chr7g0271661	Medtr7g111950
MtrunA17_Chr7g0271671	Medtr7g111960
MtrunA17_Chr7g0271681	Medtr7g111980
MtrunA17_Chr7R0318160	Medtr7g111990
MtrunA17_Chr7g0271691	Medtr7g112000
MtrunA17_Chr7g0271701	Medtr7g112020
MtrunA17_Chr7g0271711	Medtr7g112030
MtrunA17_Chr7g0271721	Medtr7g112040
MtrunA17_Chr7g0271741	Medtr7g112060
MtrunA17_Chr7g0271761	Medtr7g112090
MtrunA17_Chr7g0271771	Medtr7g112100
MtrunA17_Chr7g0271781	Medtr7g112110
MtrunA17_Chr7g0271791	Medtr7g112120
MtrunA17_Chr7g0271801	Medtr7g112130
MtrunA17_Chr7g0271811	Medtr7g112140
MtrunA17_Chr7g0271821	Medtr7g112150
MtrunA17_Chr7g0271831	Medtr7g112160
MtrunA17_Chr7g0271851	Medtr7g112320
MtrunA17_Chr7g0271861	Medtr7g112330
MtrunA17_Chr7g0271871	Medtr7g112350
MtrunA17_Chr7g0271891	Medtr7g112360
MtrunA17_Chr7g0271931	Medtr7g112400
MtrunA17_Chr7g0271941	Medtr7g112403
MtrunA17_Chr7g0271951	Medtr7g112410
MtrunA17_Chr7g0271961	Medtr7g112420
MtrunA17_Chr7g0271971	Medtr7g112430
MtrunA17_Chr7g0271981	Medtr7g112440
MtrunA17_Chr7g0271991	Medtr7g112460
MtrunA17_Chr7g0272061	Medtr7g112490
MtrunA17_Chr7g0272081	Medtr7g112530
MtrunA17_Chr7g0272091	Medtr7g112550
MtrunA17_Chr7g0272101	Medtr7g112560
MtrunA17_Chr7g0272131	Medtr7g112570
MtrunA17_Chr7g0272141	Medtr7g112580
MtrunA17_Chr7g0272151	Medtr7g112590
MtrunA17_Chr7g0272161	Medtr7g112600
MtrunA17_Chr7g0272171	Medtr7g112615
MtrunA17_Chr7g0272181	Medtr7g112620
MtrunA17_Chr7g0272191	Medtr7g112640
MtrunA17_Chr7g0272211	Medtr7g112650
MtrunA17_Chr7g0272221	Medtr7g112680
MtrunA17_Chr7g0272241	Medtr7g112700
MtrunA17_Chr7g0272251	Medtr7g112710
MtrunA17_Chr7g0272261	Medtr7g112720
MtrunA17_Chr7g0272281	Medtr7g112740
MtrunA17_Chr7g0272301	Medtr7g112750
MtrunA17_Chr7g0272311	Medtr7g112760
MtrunA17_Chr7g0272321	Medtr7g112770
MtrunA17_Chr7g0272331	Medtr7g112800
MtrunA17_Chr7g0272351	Medtr7g112860
MtrunA17_Chr7g0272371	Medtr7g112870
MtrunA17_Chr7g0272381	Medtr7g112880
MtrunA17_Chr7g0272391	Medtr7g112910
MtrunA17_Chr7g0272401	Medtr7g112920
MtrunA17_Chr7g0272431	Medtr7g112960
MtrunA17_Chr7R0320640	Medtr7g112963
MtrunA17_Chr7g0272441	Medtr7g112963
MtrunA17_Chr7g0272451	Medtr7g112970
MtrunA17_Chr7g0272461	Medtr7g113010
MtrunA17_Chr7g0272481	Medtr7g113020
MtrunA17_Chr7R0320830	Medtr7g113030
MtrunA17_Chr7g0272501	Medtr7g113030
MtrunA17_Chr7g0272531	Medtr7g113050
MtrunA17_Chr7g0272541	Medtr7g113080
MtrunA17_Chr7g0272551	Medtr7g113090
MtrunA17_Chr7g0272561	Medtr7g113100
MtrunA17_Chr7g0272571	Medtr7g113110
MtrunA17_Chr7g0272591	Medtr7g113130
MtrunA17_Chr7g0272611	Medtr7g113160
MtrunA17_Chr7g0272621	Medtr7g113170
MtrunA17_Chr7g0272631	Medtr7g113180
MtrunA17_Chr7g0272641	Medtr7g113200
MtrunA17_Chr7g0272651	Medtr7g113220
MtrunA17_Chr7R0321390	Medtr7g113220
MtrunA17_Chr7g0272661	Medtr7g113250
MtrunA17_Chr7g0272671	Medtr7g113270
MtrunA17_Chr7g0272691	Medtr7g113280
MtrunA17_Chr7R0321450	Medtr7g113280
MtrunA17_Chr7g0272701	Medtr7g113320
MtrunA17_Chr7g0272711	Medtr7g113330
MtrunA17_Chr7g0272721	Medtr7g113340
MtrunA17_Chr7g0272731	Medtr7g113350
MtrunA17_Chr7g0272741	Medtr7g113360
MtrunA17_Chr7g0272751	Medtr7g113380
MtrunA17_Chr7g0272761	Medtr7g113400
MtrunA17_Chr7R0321770	Medtr7g113405
MtrunA17_Chr7g0272771	Medtr7g113405
MtrunA17_Chr7g0272781	Medtr7g113408
MtrunA17_Chr7g0272791	Medtr7g113410
MtrunA17_Chr7g0272801	Medtr7g113420
MtrunA17_Chr7g0272811	Medtr7g113450
MtrunA17_Chr7g0272821	Medtr7g113470
MtrunA17_Chr7g0272831	Medtr7g113480
MtrunA17_Chr7g0272841	Medtr7g113490
MtrunA17_Chr7g0272851	Medtr7g113500
MtrunA17_Chr7R0322250	Medtr7g113500
MtrunA17_Chr7g0272861	Medtr7g113510
MtrunA17_Chr7g0272871	Medtr7g113520
MtrunA17_Chr7g0272881	Medtr7g113530
MtrunA17_Chr7g0272891	Medtr7g113540
MtrunA17_Chr7g0272901	Medtr7g113560
MtrunA17_Chr7g0272911	Medtr7g113570
MtrunA17_Chr7g0272921	Medtr7g113610
MtrunA17_Chr7g0272931	Medtr7g113620
MtrunA17_Chr7g0272941	Medtr7g113640
MtrunA17_Chr7g0272961	Medtr7g113650
MtrunA17_Chr7g0272971	Medtr7g113660
MtrunA17_Chr7g0272991	Medtr7g113680
MtrunA17_Chr7g0273001	Medtr7g113720
MtrunA17_Chr7g0273001	Medtr7g113730
MtrunA17_Chr7g0273011	Medtr7g113740
MtrunA17_Chr7g0273021	Medtr7g113750
MtrunA17_Chr7g0273041	Medtr7g113790
MtrunA17_Chr7g0273051	Medtr7g113800
MtrunA17_Chr7g0273081	Medtr7g113830
MtrunA17_Chr7g0273091	Medtr7g113850
MtrunA17_Chr7g0273101	Medtr7g113860
MtrunA17_Chr7g0273121	Medtr7g113870
MtrunA17_Chr7g0273131	Medtr7g113880
MtrunA17_Chr7g0273151	Medtr7g113890
MtrunA17_Chr7g0273161	Medtr7g113890
MtrunA17_Chr7g0273171	Medtr7g113900
MtrunA17_Chr7g0273201	Medtr7g113910
MtrunA17_Chr7g0273211	Medtr7g113920
MtrunA17_Chr7g0273231	Medtr7g113930
MtrunA17_Chr7g0273251	Medtr7g113950
MtrunA17_Chr7g0273261	Medtr7g113960
MtrunA17_Chr7g0273271	Medtr7g113960
MtrunA17_Chr7g0273281	Medtr7g113970
MtrunA17_Chr7g0273311	Medtr7g113980
MtrunA17_Chr7g0273321	Medtr7g114020
MtrunA17_Chr7g0273331	Medtr7g114040
MtrunA17_Chr7g0273341	Medtr7g114050
MtrunA17_Chr7g0273351	Medtr7g114060
MtrunA17_Chr7g0273361	Medtr7g114070
MtrunA17_Chr7g0273371	Medtr7g114080
MtrunA17_Chr7g0273381	Medtr7g114090
MtrunA17_Chr7g0273401	Medtr7g114100
MtrunA17_Chr7g0273421	Medtr7g114100
MtrunA17_Chr7g0273481	Medtr7g114130
MtrunA17_Chr7g0273491	Medtr7g114150
MtrunA17_Chr7g0273501	Medtr7g114200
MtrunA17_Chr7g0273521	Medtr7g114210
MtrunA17_Chr7g0273561	Medtr7g114230
MtrunA17_Chr7g0273571	Medtr7g114240
MtrunA17_Chr7g0273581	Medtr7g114250
MtrunA17_Chr7g0273591	Medtr7g114260
MtrunA17_Chr7g0273601	Medtr7g114300
MtrunA17_Chr7g0273611	Medtr7g114310
MtrunA17_Chr7g0273621	Medtr7g114340
MtrunA17_Chr7R0324420	Medtr7g114360
MtrunA17_Chr7g0273631	Medtr7g114370
MtrunA17_Chr7g0273641	Medtr7g114390
MtrunA17_Chr7g0273661	Medtr7g114410
MtrunA17_Chr7R0324710	Medtr7g114417
MtrunA17_Chr7g0273671	Medtr7g114417
MtrunA17_Chr7R0324720	Medtr7g114417
MtrunA17_Chr7R0324750	Medtr7g114420
MtrunA17_Chr7g0273691	Medtr7g114420
MtrunA17_Chr7g0273701	Medtr7g114420
MtrunA17_Chr7g0273721	Medtr7g114470
MtrunA17_Chr7R0324880	Medtr7g114470
MtrunA17_Chr7g0273731	Medtr7g114490
MtrunA17_Chr7g0273741	Medtr7g114500
MtrunA17_Chr7g0273761	Medtr7g114520
MtrunA17_Chr7R0325020	Medtr7g114520
MtrunA17_Chr7g0273771	Medtr7g114530
MtrunA17_Chr7g0273781	Medtr7g114550
MtrunA17_Chr7g0273791	Medtr7g114560
MtrunA17_Chr7R0325150	Medtr7g114560
MtrunA17_Chr7g0273801	Medtr7g114570
MtrunA17_Chr7R0325260	Medtr7g114580
MtrunA17_Chr7g0273811	Medtr7g114590
MtrunA17_Chr7g0273821	Medtr7g114600
MtrunA17_Chr7g0273831	Medtr7g114640
MtrunA17_Chr7g0273841	Medtr7g114660
MtrunA17_Chr7g0273851	Medtr7g114680
MtrunA17_Chr7g0273861	Medtr7g114700
MtrunA17_Chr7g0273871	Medtr7g114710
MtrunA17_Chr7g0273881	Medtr7g114730
MtrunA17_Chr7g0273891	Medtr7g114750
MtrunA17_Chr7g0273901	Medtr7g114790
MtrunA17_Chr7g0273911	Medtr7g114810
MtrunA17_Chr7g0273921	Medtr7g114850
MtrunA17_Chr7g0273931	Medtr7g114850
MtrunA17_Chr7g0273941	Medtr7g114860
MtrunA17_Chr7g0273951	Medtr7g114870
MtrunA17_Chr7g0273981	Medtr7g114890
MtrunA17_Chr7g0274001	Medtr7g114920
MtrunA17_Chr7g0274011	Medtr7g114940
MtrunA17_Chr7g0274021	Medtr7g114960
MtrunA17_Chr7g0274041	Medtr7g114970
MtrunA17_Chr7g0274061	Medtr7g114980
MtrunA17_Chr7g0274071	Medtr7g114990
MtrunA17_Chr7g0274081	Medtr7g115010
MtrunA17_Chr7g0274101	Medtr7g115040
MtrunA17_Chr7g0274111	Medtr7g115050
MtrunA17_Chr7g0274121	Medtr7g115070
MtrunA17_Chr7g0274131	Medtr7g115080
MtrunA17_Chr7g0274141	Medtr7g115120
MtrunA17_Chr7g0274161	Medtr7g115180
MtrunA17_Chr7g0274171	Medtr7g115190
MtrunA17_Chr7g0274181	Medtr7g115220
MtrunA17_Chr7g0274191	Medtr7g115240
MtrunA17_Chr7g0274211	Medtr7g115250
MtrunA17_Chr7g0274221	Medtr7g115260
MtrunA17_Chr7R0326710	Medtr7g115270
MtrunA17_Chr7g0274231	Medtr7g115270
MtrunA17_Chr7g0274241	Medtr7g115280
MtrunA17_Chr7g0274251	Medtr7g115290
MtrunA17_Chr7g0274261	Medtr7g115300
MtrunA17_Chr7g0274271	Medtr7g115310
